title,author,level,rating_band,skill,book_theme,chapter,chapter_theme,what_this_chapter_teaches,what_weakness_it_solves,folder_path,relative_path,file_path
Howard Staunton - The Chess Player's Companion,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Howard Staunton - The Chess Player's Companion.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Howard Staunton - The Chess Player's Companion.pdf
Howard Staunton - The Chess Player's Handbook,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Howard Staunton - The Chess Player's Handbook.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Howard Staunton - The Chess Player's Handbook.pdf
Howard Staunton - The Chess Player's Text-Book,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Howard Staunton - The Chess Player's Text-Book.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Howard Staunton - The Chess Player's Text-Book.pdf
Hyotyniemi-Chess -Beyond The Rules,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Hyotyniemi-Chess -Beyond The Rules.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Hyotyniemi-Chess -Beyond The Rules.pdf
Improve Your Opening Play,Unknown,All Ratings,All Ratings,Opening Understanding,"An opening-focused book built around repertoire choices, structures, and typical plans.",Whole Book Overview,"An opening-focused book built around repertoire choices, structures, and typical plans.","An opening-focused book built around repertoire choices, structures, and typical plans.","Directionless opening play, weak move-order awareness, and poor repertoire structure.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Improve Your Opening Play.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Improve Your Opening Play.pdf
Informator o wydz 2006 2007,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Informator_o_wydz_2006_2007.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Informator_o_wydz_2006_2007.pdf
Instructive.Positions.From.Master.Chess,Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\Instructive.Positions.From.Master.Chess.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Instructive.Positions.From.Master.Chess.pdf
J. H. Ellis - Chess Sparks - Short and Bright Games of Chess,Unknown,All Ratings,All Ratings,Annotated Games and Thought Process,"An annotated game collection designed to explain plans, tactical moments, and practical decisions.",Whole Book Overview,"An annotated game collection designed to explain plans, tactical moments, and practical decisions.","An annotated game collection designed to explain plans, tactical moments, and practical decisions.","Missed tactical motifs, shallow calculation, and failure to notice forcing moves in time.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\J. H. Ellis - Chess Sparks - Short and Bright Games of Chess.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\J. H. Ellis - Chess Sparks - Short and Bright Games of Chess.pdf
"J. H. Sarratt - The Works of Damiano, Ruy Lopez and Salvio",Unknown,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books,"PDF imp\John Books\Books\E-Books\J. H. Sarratt - The Works of Damiano, Ruy Lopez and Salvio.pdf","C:\Chess books\PDF imp\John Books\Books\E-Books\J. H. Sarratt - The Works of Damiano, Ruy Lopez and Salvio.pdf"
J. Hajtun - Selected Chess Games of Mikhail Tal,Unknown,All Ratings,All Ratings,Annotated Games and Thought Process,"An annotated game collection designed to explain plans, tactical moments, and practical decisions.",Whole Book Overview,"An annotated game collection designed to explain plans, tactical moments, and practical decisions.","An annotated game collection designed to explain plans, tactical moments, and practical decisions.","Missed tactical motifs, shallow calculation, and failure to notice forcing moves in time.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\J. Hajtun - Selected Chess Games of Mikhail Tal.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\J. Hajtun - Selected Chess Games of Mikhail Tal.pdf
J. Paul Taylor - Problemes d'Echecs Elementaires (French),Unknown,All Ratings,All Ratings,Opening Understanding,"An opening-focused book built around repertoire choices, structures, and typical plans.",Whole Book Overview,"An opening-focused book built around repertoire choices, structures, and typical plans.","An opening-focused book built around repertoire choices, structures, and typical plans.","Directionless opening play, weak move-order awareness, and poor repertoire structure.",C:\Chess books\PDF imp\John Books\Books\E-Books,PDF imp\John Books\Books\E-Books\J. Paul Taylor - Problemes d'Echecs Elementaires (French).pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\J. Paul Taylor - Problemes d'Echecs Elementaires (French).pdf
Aagaard - Dutch Stonewall (EVERYMAN),Jacob Aagaard,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books\Jacob Aagaard,PDF imp\John Books\Books\E-Books\Jacob Aagaard\Aagaard - Dutch Stonewall (EVERYMAN).pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Jacob Aagaard\Aagaard - Dutch Stonewall (EVERYMAN).pdf
Aagaard - Excelling at Chess (EVERYMAN),Jacob Aagaard,All Ratings,All Ratings,General Chess Improvement,A general chess improvement book intended to improve practical understanding and decision-making.,Whole Book Overview,A general chess improvement book intended to improve practical understanding and decision-making.,A general chess improvement book intended to improve practical understanding and decision-making.,"Unstructured training, inconsistent study habits, and slow long-term improvement.",C:\Chess books\PDF imp\John Books\Books\E-Books\Jacob Aagaard,PDF imp\John Books\Books\E-Books\Jacob Aagaard\Aagaard - Excelling at Chess (EVERYMAN).pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Jacob Aagaard\Aagaard - Excelling at Chess (EVERYMAN).pdf
Aagaard - Excelling At Positional Chess,Jacob Aagaard,All Ratings,All Ratings,Positional Strategy and Middlegame Planning,A positional strategy and middlegame planning book intended to improve practical understanding and decision-making.,Whole Book Overview,A positional strategy and middlegame planning book intended to improve practical understanding and decision-making.,A positional strategy and middlegame planning book intended to improve practical understanding and decision-making.,"Misjudging plans, weak positional understanding, and drifting through quiet positions without purpose.",C:\Chess books\PDF imp\John Books\Books\E-Books\Jacob Aagaard,PDF imp\John Books\Books\E-Books\Jacob Aagaard\Aagaard - Excelling At Positional Chess.pdf,C:\Chess books\PDF imp\John Books\Books\E-Books\Jacob Aagaard\Aagaard - Excelling At Positional Chess.pdf
